Downloaded from FDA Regulatory Status of Color Additives; http://hfpappexternal.fda.gov/scripts/fdcc/?set=ColorAdditives; Last updated 2/14/2025; downloaded 4/11/2025.

"See End Note descriptions at https://www.hfpappexternal.fda.gov/scripts/fdcc/index.cfm?set=ColorAdditives."

CAS Reg No or other ID code,Color,See also,EEC No,Status,Use,Former use,RESTRICTIONS,End Notes Detail,END NOTES,Other names,RegnumCA1,RegnumCA2,RegnumCA3,RegnumCA4,RegnumCA5,RegnumCA6,RegnumO1,RegnumO2,RegnumO3,RegnumO4,RegnumO5,RegnumO6,RegnumO7,RegnumO8,RegnumO9,RegnumO10,RegnumO11,RegnumO12,RegnumO13,Citation 1a,Date FR 1a inc estimates,Text2 Date Actual FR 1a,Action 1a,Citation 1b,Date FR 1b,Action 1b,Citation 1c,Date FR 1c,Action 1c,Citation 1d,Date FR 1d,Action 1d,Citation 1e,Date FR 1e,Action 1e,Limitations 1,Citation 2a,Date FR 2a,Action 2a,Citation 2b,Date FR 2b,Action 2b,Citation 2c,Date FR 2c,Action 2c,Citation 2d,Date FR 2d,Action 2d,Citation 2e,Date FR 2e,Action 2e,Limitations 2,Citation 3a,Date FR 3a,Action 3a,Citation 3b,Date FR 3b,Action 3b,Citation 3c,Date FR 3c,Action 3c,Citation 3d,Date FR 3d,Action 3d,Limitations 3,Citation 4a,Date FR 4a,Action 4a,Citation 4b,Date FR 4b,Action 4b,Citation 4c,Date FR 4c,Action 4c,Citation 4d,Date FR 4d,Action 4d,Citation 4e,Date FR 4e,Action 4e,Citation 4f,Date FR 4f,Action 4f,Limitations 4,Citation 5a,Date FR 5a,Action 5a,Citation 5b,Date FR 5b,Action 5b,Citation 5c,Date FR 5c,Action 5c,Citation 5d,Date FR 5d,Action 5d,Citation 5e,Date FR 5e,Action 5e,Citation 5f,Date FR 5f,Action 5f,Limitations 5,Citation 6a,Date FR 6a,Action 6a,Citation 6b,Date FR 6b,Action 6b,Citation 6c,Date FR 6c,Action 6c,Citation 6d,Date FR 6d,Action 6d,Citation 6e,Date FR 6e,Action 6e,Limitations 6,Citation 7a,Date FR 7a,Action 7a,Citation 7b,Date FR 7b,Action 7b,Citation 7c,Date FR 7c,Action 7c,Citation 7d,Date FR 7d,Action 7d,Limitations 7,Citation 8a,Date FR 8a,Action 8a,Citation 8b,Date FR 8b,Action 8b,Citation 8c,Date FR 8c,Action 8c,Citation 8d,Date FR 8d,Action 8d,Limitations 8,Citation 9a,Date FR 9a,Action 9a,Citation 9b,Date FR 9b,Action 9b,Citation 9c,Date FR 9c,Action 9C,Limitations 9,Citation 10a,Date FR 10a,Action 10a,Citation 10b,Date FR 10b,Action 10b,Citation 10c,Date FR 10c,Action 10c,Limitations 10,Citation 11a,Date FR 11a,Action 11a,Citation 11b,Date FR 11b,Action 11b,Citation 11c,Date FR 11c,Action 11c,Limitations 11,Citation 12a,Date FR 12a,Action 12a,Citation 12b,Date FR 12b,Action 12b,Action 12c,Date FR 12c,Citation 12c,Limitations 12,Citation 13a,Date FR 13a,Action 13a,Citation 13b,Date FR 13b,Action 13b,Citation 13c,Date FR 13c,Action 13c,Limitations 13
" 12001-26-2"," Mica",,," Permanently listed, exempt from certification"," Drugs, Cosmetics",," Externally applied drugs including eye area use. Dentrifices. Cosmetics generally including eye area use.",," 5, 6"," &diams; Mica-group minerals",=T("73.1496"),=T("73.2496"),=T("73.350"),=T("73.3128"),,,=T("177.2410"),=T("177.2600"),=T("178.3297"),,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 42 FR 6992",02/04/1977," Postponement of closing date",,,,,,,,,," Provisional cosmetic use."," 38 FR 21200",08/06/1973," Notice of Filing of Petitons"," 41 FR 9584",03/05/1976," Amendment of filing of petitions"," 42 FR 30893",06/17/1977," Notice; amended filing notices"," 42 FR 38561",07/29/1977," Final Rule",,,," External drug and cosmetic use including eye area."," 52 FR 29664",08/11/1987," Final Rule"," 52 FR 32664",08/28/1987," Correction"," 52 FR 42428",11/05/1987," Final Rule; confirmation of effective date",,,," Coloring dentifrices that are drugs as wall as cosmetics. Amend fineness specifications to permit a larger average particle size distributions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Mica-Based Pearlescent Pigments",,," Permanently listed, exempt from certification"," Foods, Drugs, Devices",," Cereals, confections and frostings, gelatin desserts, hard and soft candies (including lozenges), nutritional supplement tablets and gelatin capsules, and chewing gum. Distilled spirits containing not less than 18% and not more than 23% alcohol by volume but not including distilled spirits mixtures containing more than 5% wine on a proof gallon basis.  Ingested drugs NTE 3%. Iron NTE 55 wt%. Contact lenses.",,=T("3"),,=T("73.350"),=T("73.3128"),,,,,,,,,,,,,,,,,," 65 FR 36148",06/07/2000,," Notice of Filing"," 67 FR 65311",10/24/2002," Final Rule"," 68 FR 7416",02/14/2003," Final Rule; confirmation of effective date",,,,,,," For contact lenses."," 63 FR 33934",06/22/1998," Notice"," 70 FR 42271",07/22/2005," Final Rule"," 71 FR 41125",07/20/2006," Final Rule; response to objections; removal of stay",,,,,,," Mica based pearlsecent pigments prepared from synthetic iron oxide, mica and titanium dioxide for ingested drugs in amounts up to 3% by weight of final product."," 63 FR 51359",09/25/1998," Notice"," 71 FR 31927",06/02/2006," Final Rule"," 71 FR 54411",09/15/2006," Final Rule; confirmation of effective date",,,," In foods, including cereal, confections & frostings, gelatin desserts, hard & soft candies, nutritional supplement tablets & gelatin capsules and chewing gum, in amounts up to 1.25% by weight."," 72 FR 10356",03/08/2007," Final Rule; technical amendment",,,,,,,,,,,,,,,," CFR redesignation."," 77 FR 16784",03/22/2012," Notice of petition"," 78 FR 35115",06/12/2013," Final Rule"," 78 FR 54758",09/06/2013," Final Rule; confirmation of effective date",,,,,,,,,," In distilled spirits containing not less than 18% and not more than 23% alcohol by volume but not including distilled spirits mixtures containing more than 5% wine on a proof gallon basis."," 80 FR 32303",06/08/2015," Final Rule"," 80 FR 46190",08/04/2015," Final Rule; Confirmaton of Effective Date",,,,,,,,,," In amounts up to 0.07 percent, by weight in cordials, liqueurs, flavored alcoholic malt beverages, wine coolers, and cocktails; non-alcoholic cocktail mixes; in egg decorating kits used for coloring the shells of eggs in amounts consistent with GMP."," 80 FR 22449",04/22/2015," Notice of petition"," 80 FR 58600",09/30/2015," Final Rule"," 80 FR 76859",12/11/2015," Final Rule; Confirmation of Effective Date.",,,," In amounts up to 0.07 percent, by weight, in distilled spirits containing not less than 18 percent and not more than 25 percent alcohol by volume.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 15139-76-1"," Orange B",,," Permanently listed, certification required"," Foods",," Casings or surfaces of frankfurthers and sausages; NTE 150 ppm (by wt)."," none",," &diams; 1H-PYRAZOLE-3-CARBOXYLIC ACID, 4,5-DIHYDRO-5-OXO-4-((4-SULFO-1-NAPHTHALENYL)AZO)-1-(4-SULFOPHENYL)-, 3-ETHYL ESTER, DISODIUM SALT<br />&diams; 2-PYRAZOLINE-3-CARBOXYLIC ACID, 5-OXO-4-((4-SULFO-1-NAPHTHYL)AZO)-1-(P-SULFOPHENYL)-, 3-ETHYL ESTER, DISODIUM SALT<br />&diams; ACID ORANGE 137<br />&diams; C.I. ACID ORANGE 137<br />&diams; DISODIUM 1-(4-SULFOPHENYL)-3-ETHYLCARBOXY-4-(4-SULFONAPHTHYLAZO)-5-HYDROXYPYRAZOLE<br />&diams; DISODIUM 3-ETHYL 4,5-DIHYDRO-5-OXO-4-((4-SULFO-1-NAPHTHALENYL)AZO)-1-(4-SULFOPHENYL)-1H-PYRAZOLE-3-CARBOXYLATE<br />&diams; DISODIUM 3-ETHYL 5-OXO-4-((4-SULFO-1-NAPHTHYL)AZO)-1-(P-SULFOPHENYL)-2-PYRAZOLINE-3-CARBOXYLATE",=T("74.250"),,,,,,,,,,,,,,,,,,," 31 FR 8",01/04/1966,," Final Rule"," 31 FR 4127",03/09/1966," Final Rule; confirmation of effective date",,,,,,,,,," Coloring casing or surface of sausages and frankfurters. Limit 150 ppm by weight in finished foods."," 43 FR 45611",10/03/1978," Proposed Rule, termination of listing, and cancellation of certificates"," 43 FR 54993",11/24/1978," Denial of petition."," 43 FR 56906",12/05/1978," Proposed Rule, correction"," 56 FR 42668",08/28/1991," Notice of Intent; intent to withdraw proposed rule",,,," Withdrawal of proposed rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977006-45-3; 68917-78-2"," Paprika and Paprika Oleoresin",," E160c"," Permanently listed, exempt from certification"," Foods",," Foods generally."," none",," &diams; Capsium annuum var. longum<br />&diams; paprika, Hungarian<br />&diams; Capsicum annuum var. longum oleoresin<br />&diams; resins, oleo-, paprika",=T("73.340"),=T("73.345"),,,,,=T("182.10"),,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 31 FR 9105",07/02/1966," Delisting",,,,,,,,,," Provisional food use."," 30 FR 6733",05/18/1965," Notice of Proposal To list for Food Use and Exempt From Certification"," 31 FR 1063",01/27/1966," Final Rule"," 31 FR 4396",03/15/1966," Final Rule; confirmation of effective date",,,,,,," Foods generally GMP; exept in foods with standards of identity unless the standard authorizes its use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977188-18-3"," Paracoccus Pigment",,," Permanently listed, exempt from certification"," Foods",," Salmonid feed, NTE 80 mg/kg (72 g/ton) astaxanthin in finished feed."," none",," &diams; paracoccus pigment (Paracoccus carotinifaciens, heat-killed, dried cells)",=T("73.352"),,,,,,,,,,,,,,,,,,," 72 FR 37243",07/09/2007,," Notice of Filing"," 74 FR 58843",11/16/2009," Final Rule"," 75 FR 5887",02/05/2010," Final Rule; confirmation of effective date",,,,,,," In feed of salmonid to enhance color of the flesh. Not to exceed 80 mg/kg (72 grams/ton) of finished feed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977165-85-7"," Phaffia Yeast",,," Permanently listed, exempt from certification"," Foods",," Salmonid feed, NTE 80 mg/kg (72 g/ton) astaxanthin in finished feed."," none",," &diams; YEAST, PHAFFIA RHODOZYMA",=T("73.355"),,,,,,,,,,,,,,,,,,," 62 FR 61823",11/19/1997,," Notice of Filing"," 65 FR 41584",07/06/2000," Final Rule"," 65 FR 59717",10/06/2000," Final Rule; confirmation of effective date",,,,,,," In feed of salmonid to enhance color of the flesh. Not to exceed 80 mg/kg (72 grams/ton) of finished feed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1328-53-6"," Phthalocyanine Green",,," Permanently listed, exempt from certification"," Devices",," Contact lenses.",,=T("3"),,=T("73.3124"),,,,,,=T("178.3297"),,,,,,,,,,,,," 50 FR 38898",09/25/1985,," Notice of Filing"," 51 FR 11432",04/03/1986," Final Rule"," 51 FR 12607",04/14/1986," Correction; Dates"," 51 FR 21911",06/17/1986," Final Rule; confirmation of effective date",,,," Contact lenses GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 147-14-8"," [phthalocyaninato(2-)] copper",,," Permanently listed, exempt from certification"," Devices",," Polypropylene sutures NTE 0.5%; contact lenses; polybutester sutures NTE 0.5%; haptics for intraocular lens NTE 0.5%; poly(vinylidene fluoride) and poly(vinylidene fluoride-co-hexafluoropropylene)nonabsorbable sutures. To color  orientation marks for intraocular lenses (IOLs)."," none",,,=T("74.3045"),,,,,,,,,,,,,,,,,,," 34 FR 6777",04/23/1969,," Final Rule"," 34 FR 9657",06/20/1969," Final Rule; confirmation of effective date",,,,,,,,,," 0.5% by weight in polypropylene sutures for general and ophthalmic surgery. No migration to surrounding tissue."," 48 FR 22212",05/17/1983," Notice of Filing"," 48 FR 34946",08/02/1983," Final Rule"," 48 FR 37020",08/16/1983," Correction"," 50 FR 19538",05/09/1985," Correction",,,," 0.1% in contact lenses."," 50 FR 34758",08/27/1985," Notice of Filing"," 51 FR 22928",06/24/1986," Final Rule"," 51 FR 32453",09/12/1986," Final Rule; confirmation of effective date",,,," Change in specifications."," 50 FR 16310",04/25/1985," Proposed Rule"," 51 FR 28929",08/13/1986," Final Rule"," 51 FR 46852",12/29/1986," Final Rule; confirmation of effective date",,,,,,,,,," Restriction on migration to surrounding tissue removed."," 50 FR 38036",09/19/1985," Notice of Filing"," 51 FR 39370",10/28/1986," Final Rule"," 52 FR 7829",03/13/1987," Final Rule; confirmation of effective date",,,,,,,,,," Delete limitation on use level in contact lenses."," 51 FR 29612",08/19/1986," Notice of Filing"," 52 FR 15944",05/01/1987," Final Rule"," 52 FR 27542",07/22/1987," Final Rule; confirmation of effective date",,,,,,," For coloring polymethylmethacrylate monofilament used as supporting haptics for intraocular lenses."," 54 FR 32850",08/10/1989," Notice"," 55 FR 19618",05/10/1990," Final Rule"," 55 FR 21674",05/25/1990," Correction"," 55 FR 31824",08/06/1990," Final Rule; confirmation of effective date"," Use in non absorbable monofilament sutures composed of polybutylene terephthalate for general and ophthalmic surgery."," 63 FR 5387",02/02/1998," Notice of Filing"," 64 FR 23185",04/30/1999," Final Rule"," 64 FR 39414",07/22/1999," Final Rule; confirmation of effective date",,,," In non-absorbable sutures for general and ophthalmic surgery."," 81 FR 15173",03/22/2016," Notice of Petition"," 81 FR 75689",11/01/2016," Final Rule"," 82 FR 7648",01/23/2017," Final Rule; confirmation of effective date"," To color  orientation marks for intraocular lenses (IOLs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977171-98-4"," Poly(Hydroxyethyl Methacrylate)-C.I. Reactive Red 180 Copolymer",,," Permanently listed, exempt from certification"," Devices",," Contact lenses"," none",," &diams; C.I. Reactive Red 180-poly(hydroxyethyl methacrylate) reaction product<br />&diams; Reactive Red 180-poly(hydroxyethyl methacrylate) reaction product",=T("73.3121"),,,,,,,,,,,,,,,,,,," 53 FR 43042",10/25/1988,," Notice of Filing"," 58 FR 9539",02/22/1993," Final Rule"," 58 FR 41024",08/02/1993," Final Rule; confirmation of effecitve date",,,,,,," For coloring contact lenses not to exceed the minimum reasonably required to accomplish the intended coloring effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Poly(Hydroxyethyl Methacrylate)- Dye Polymers",,," Permanently listed, exempt from certification"," Devices",," Contact lenses"," none",,,=T("73.3121"),,,,,,,,,,,,,,,,,,," 48 FR 30758",07/05/1983,," Notice of Filing"," 49 FR 372",01/04/1984," Final Rule"," 49 FR 5094",02/10/1984," Final Rule; correction"," 49 FR 13137",04/03/1984," Final Rule; confirmation of effecitve date",,,," May be used to color contact lenses in amounts not to exceed the minimum required to accomplish the coloring effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 13943-58-3"," Potassium Ferrocyanide",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; ferrate(4-), hexakis(cyano-C)-, tetrapotassium, (OC-6-11)-<br />&diams; potassium hexacyanoferrate(II)",,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 87-66-1"," Pyrogallol",,," Permanently listed, exempt from certification"," Drugs",," With ferric ammonium citrate for coloring plain or chromic catgut sutures: NTE 3% general and ophthalmic surgery."," none",," &diams; 1,2,3-benzenetriol<br />&diams; 1,2,3-trihydroxybenzene<br />&diams; C.I. 76515<br />&diams; C.I. Oxidation Base 32<br />&diams; Oxidation Base 32<br />&diams; pyrogallic acid",=T("73.1375"),,,,,,,,,,,,,,,,,,," 28 FR 317",01/11/1963,," Provisional Regulation",,,,,,,,,,,,," Provisional drug use. Surgical suture use only."," 38 FR 12803",05/16/1973," Final Rule"," 38 FR 24643",09/10/1973," Final Rule; confirmation of effective date",,,,,,,,,," In combination with ferric ammonium citrate as listed in §73.1025. Suture use only (Plain & Chromic Catgut in amounts not to exceed 3% of total suture weight). General and ophthalmic surgery."," 49 FR 3804",01/30/1984," Incorporation by Reference; proposed updating of text"," 49 FR 10087 (at 10089)",03/19/1984," Final Rule"," 49 FR 23832",06/08/1984," Final Rule; confirmation of effective date",,,," Drug use. Incorporated by reference  the United States Pharmacopeia XX (1980), specifications; no substantive changes to regulations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 12269-78-2"," Pyrophyllite (aluminum silicate)",,," Permanently listed, exempt from certification"," Drugs, Cosmetics",," Externally applied drugs. Externally applied cosmetics.",,=T("6")," &diams; pyrophyllite (AlH(SiO3)2)",=T("73.1400"),=T("73.2400"),,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation",,,,,,,,,,,,," Provisional cosmetic use."," 31 FR 5070",03/29/1966," Final Rule; identity, specifications"," 31 FR 7172",05/17/1966," Final Rule; confirmation of effective date",,,,,,,,,," External drugs generally GMP."," 38 FR 8650",04/05/1966," Final Rule; identity, specifications"," 38 FR 19909",07/25/1973," Final Rule; confirmation of effective date",,,,,,," External cosmetic GMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 17095-24-8"," C.I. Reactive Black 5",,," Permanently listed, exempt from certification"," Devices",," Contact lenses use only.",," 3, 8",,=T("73.3127"),,,,,,,,,,,,,,,,,,," 54 FR 51945",12/19/1989,," Notice of Filing"," 58 FR 17508",04/05/1993," Final Rule"," 58 FR 41183",08/03/1993," Final Rule; confirmation of effective date",,,,,,," For coloring contact lenses not to exceed the minimum reasonably required to accomplish the intended coloring effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2580-78-1"," C.I. Reactive Blue 19",,," Permanently listed, exempt from certification"," Devices",," Contact lenses use only.",," 3, 8"," &diams; C.I. REACTIVE BLUE 19<br />&diams; 2-ANTHRACENESULFONIC ACID, 1-AMINO-9,10-DIHYDO-4-(M-((2-HYDROXYETHYL)SULFONYL)ANILINO)-9,10-DIOXO-, HYDROGEN SULFATE (ESTER), DISODIUM SALT<br />&diams; 2-ANTHRACENESULFONIC ACID, 1-AMINO-9,10-DIHYDRO-9,10-DIOXO-4-((3-((2-(SULFOOXY)ETHYL)SULFONYL)PHENYL)AMINO)-, DISODIUM SALT<br />&diams; 2-ANTHRAQUINONESULFONIC ACID, 1-AMINO-4-(M-(2-HYDROXYETHYLSULFONYL)ANILINO)-, HYDROGEN SULFATE DISODIUM SALT<br />&diams; 2-anthracenesulfonic acid, 1-amino-9,10-dihydro-9,10-dioxo-4-((3-((2-(sulfooxy)ethyl)sulfonyl)phenyl)amino)-, sodium salt (1:2)<br />&diams; C.I. 61200<br />&diams; DISODIUM 1-AMINO-4-(M-(2-HYDROXYETHYLSULFONYL)ANILINO)-2-ANTHRAQUINONESULFONATE HYDROGEN SULFATE<br />&diams; DISODIUM 1-AMINO-9,10-DIHYDRO-4-(M-((2-HYDROXYETHYL)SULFONYL)ANILINO)-9,10-DIOXO-2-ANTHRACENESULFONATE HYDROGEN SULFATE<br />&diams; DISODIUM 1-AMINO-9,10-DIHYDRO-9,10-DIOXO-4-((-3-((2-(SULFOOXY)ETHYL)SULFONYL)PHENYL)AMINO)-2-ANTHRACENESULFONATE<br />&diams; sodium 1-amino-9,10-dihydro-9,10-dioxo-4-((3-((2-(sulfooxy)ethyl)sulfonyl)phenyl)amino)-2-anthracenesulfonate (2:1)",=T("73.3121"),=T("73.3127"),,,,,,,,,,,,,,,,,," 49 FR 23455",06/06/1984,," Notice of Filing"," 50 FR 9424",03/08/1985," Final Rule"," 50 FR 23406",06/04/1985," Final Rule; confirmation of effective date",,,,,,," Contact lenses."," 54 FR 51945",12/19/1989," Notice of Filing"," 58 FR 17508",04/05/1993," Final Rule"," 58 FR 41183",08/03/1993," Final Rule; confirmation of effective date",,,,,,," For coloring contact lenses not to exceed the minimum reasonably required to accomplish the intended coloring effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 73049-92-0"," C.I. Reactive Blue 21",,," Permanently listed, exempt from certification"," Devices",," Contact lenses use only.",," 3, 8",,=T("73.3127"),,,,,,,,,,,,,,,,,,," 54 FR 51945",12/19/1989,," Notice of Filing"," 58 FR 17508",04/05/1993," Final Rule"," 58 FR 41183",08/03/1993," Final Rule; confirmation of effective date",,,,,,," For coloring contact lenses not to exceed the minimum reasonably required to accomplish the intended coloring effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 121888-69-5"," 1,4-bis[4-(2-methacryloxyethyl)phenylamino]anthraquinone (C.I. Reactive Blue 246) copolymers",,," Permanently listed, exempt from certification"," Devices",," Contact lenses.",," 3, 8"," &diams; C.I. REACTIVE BLUE 246<br />&diams;  1,4-BIS(4-(2-METHACRYLOXYETHYL)PHENYLAMINO)ANTHRAQUINONE <br />&diams; 2-PROPENOIC ACID, 2-METHYL-, (9,10-DIHYDRO-9,10-DIOXO-1,4-ANTHRACENEDIYL)BIS(IMINO-4,1-PHENYLENE-2,1-ETHANEDIYL) ESTER",=T("73.3106"),,,,,,,,,,,,,,,,,,," 54 FR 30469",07/20/1989,," Notice of Filing"," 55 FR 30212",07/25/1990," Final Rule"," 55 FR 33816",08/17/1990," Correction"," 55 FR 46044",11/01/1990," Final Rule; confirmation of effective date",,,," For contact lenses not to exceed minimum reasonably required to accomplish intended effect."," 57 FR 35832",08/11/1992," Notice of Filing"," 58 FR 17506",04/05/1993," Final Rule"," 58 FR 36134",07/06/1993," Final Rule; correction"," 58 FR 41182",08/03/1993," Final Rule; confirmation of effective date",,,," For coloring contact lenses."," 58 FR 58699",11/03/1993," Notice of Filing"," 60 FR 10495",02/27/1995," Final Rule"," 60 FR 32264",06/21/1995," Final Rule; confirmation of effective date",,,," To form contact lenses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 109561-07-1"," 1,4-bis[(2-hydroxyethyl)amino]-9,10-anthracenedione bis(2-methyl-2-propenoic) ester copolymers",,," Permanently listed, exempt from certification"," Devices",," Contact lenses.",,=T("8")," &diams; 1,4-BIS((2-HYDROXYETHYL)AMINO)ANTHRAQUINONE BIS(METHACRYLATE)<br />&diams; C.I. REACTIVE BLUE 247 <br />&diams; C.I. 61547<br />&diams; 2-PROPENOIC ACID, 2-METHYL-, (9,10-DIHYDRO-9,10-DIOXO-1,4-ANTHRACENEDIYL)BIS(IMINO-2,1-ETHANEDIYL) ESTER<br />&diams; 1,4-BIS(METHACRYLOXYETHYLAMINO)ANTHRAQUINONE",=T("73.3100"),,,,,,,,,,,,,,,,,,," 56 FR 27518",06/14/1991,," Notice of Filing"," 61 FR 51584",10/03/1996," Final Rule"," 62 FR 12951",03/19/1997," Final Rule; confirmation of effective date",,,,,,," For contact lenses not to exceed minimum reasonably required to accomplish intended effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 70209-99-3"," Reactive Blue 69",,," Permanently listed, exempt from certification"," Devices",," Contact lenses.",,=T("3")," &diams; C.I. Reactive Blue 69<br />&diams; 2-anthracenesulfonic acid, 1-amino-4-((4-((2-bromo-1-oxo-2-propen-1-yl)amino)-2-sulfophenyl)amino)-9,10-dihydro-9,10-dioxo-, disodium salt<br />&diams; 2-anthracenesulfonic acid, 1-amino-4-((4-((2-bromo-1-oxo-2-propen-1-yl)amino)-2-sulfophenyl)amino)-9,10-dihydro-9,10-dioxo-, sodium salt (1:2)<br />&diams; C.I. 612037<br />&diams; disodium 1-amino-4-((4-((2-bromo-1-oxo-2-propen-1-yl)amino)-2-sulfophenyl)amino)-9,10-dihydro-9,10-dioxo-2-anthracenesulfonate",=T("73.3129"),,,,,,,,,,,,,,,,,,," 74 FR 59560",11/18/2009,," Notice of Filing"," 76 FR 25234",05/04/2011," Final Rule",,,,,,,,,," Contact lenses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
